,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,player_height,player_weight,mean_score,median_score
50,51,33.25539215686275,3.8324999999999996,1.3623529411764705,1.1783333333333332,-2.04671568627451,0.04119215686274509,0.10184509803921568,0.17899950980392157,0.4877504901960784,0.15689313725490192,195.7468431372549,92.71064721568628,-24.78751400560224,-30.539057142857143
51,52,31.93971845148316,3.5779638009049775,1.9330668677727498,0.7171493212669684,-6.6621744595274,0.0626086978381096,0.1341113624937154,0.1620004022121669,0.4962693815987933,0.10018851181498241,199.73447712418303,97.43383070025139,-11.95697266214178,-10.695875
52,53,28.587777777777777,3.0257777777777775,1.6397777777777778,0.8982222222222223,-5.582666666666666,0.054254444444444445,0.1243122222222222,0.17905222222222222,0.44678555555555555,0.13620444444444443,197.83777777777777,96.9195066311111,-10.214339431524548,-16.288837209302326
53,54,33.17020202020203,3.972222222222222,1.71010101010101,0.7985858585858586,-1.0805050505050504,0.05084949494949495,0.12336262626262626,0.1838363636363636,0.4864636363636363,0.1104469696969697,198.1969696969697,96.21281945858586,-17.349461875511874,-24.086527027027028
54,55,39.66650793650794,4.469746031746031,2.0581111111111112,1.0312380952380953,-3.589206349206349,0.052916507936507935,0.12227238095238092,0.18855523809523808,0.46564190476190476,0.1427152380952381,194.65995555555554,90.98256334095238,-16.66307113553113,-9.271569230769229
55,56,27.227119938884645,3.122060096765979,1.6698344792462438,0.7906671759612935,-3.3026355996944234,0.06468125795772854,0.12658505220269922,0.16257924624395212,0.49309396485867074,0.13014525082760375,200.73470588235293,100.23620860504201,-22.315633842627957,-27.59376470588235
56,57,25.247685185185187,4.225925925925925,2.459953703703704,1.0340277777777778,-4.093518518518518,0.08140509259259257,0.16049074074074074,0.1742662037037037,0.506199074074074,0.1285532407407407,201.6712962962963,103.40007633333333,-41.1023449074074,-47.91633333333333
57,58,29.81845238095238,3.240178571428572,1.5529761904761905,0.5077380952380952,-5.727380952380952,0.05898511904761904,0.13019642857142857,0.1745982142857143,0.5433333333333333,0.08996130952380953,203.5704166666667,104.13716333333333,-5.861930059523808,1.0320312500000002
58,59,21.8,3.56,1.8199999999999998,0.68,-1.86,0.0708,0.144,0.19559999999999994,0.4774,0.10900000000000001,202.18400000000003,97.61299840000001,-7.993605777301127e-16,2.554199999999997
59,60,29.468518518518522,4.435925925925925,1.8170370370370368,1.0533333333333332,-3.8485185185185182,0.050874074074074065,0.12259814814814815,0.17291296296296296,0.48082777777777774,0.11277592592592593,197.9788888888889,95.80871022222223,-14.01953624338624,-13.748321428571424
60,61,29.43521605298255,3.9709402833958674,1.9120393082195115,0.9793463642956028,-4.846472546535998,0.049203799528165,0.12371966668882911,0.16793319312291394,0.47379302908268645,0.11935974000149126,198.0023181884857,96.8863098691799,-13.447381755030689,-15.917174931526596
